,DATE,A(1),period,A(3),"H(SV,L)","H(RV,L)",H(SV),H(RV),"L(SV,20)","L(SV,40)","L(RV,20)","L(RV,40)",future,dataset
215,2004-09-14,4.2148033642692375e-05,1,3.906704892716116e-05,2.928286963848774e-05,3.066127256623992e-05,2.9960676242064073e-05,3.520509430612095e-05,2.7853788e-05,3.0630432e-05,2.7009435e-05,2.1624885e-05,1.3836230588659708e-05,training
216,2004-09-15,2.5917291676654295e-05,1,2.4565845755832765e-05,2.233130070127377e-05,2.0233770174934568e-05,2.371749164650056e-05,2.2661773026031284e-05,2.5464333e-05,2.484522e-05,2.2637174e-05,1.8422103e-05,1.1235151459961977e-05,training
217,2004-09-16,2.3668411417646354e-05,1,2.338526725037757e-05,1.6162747069528285e-05,1.6643872194628654e-05,1.6654065808655712e-05,1.9998573563866328e-05,2.0065794e-05,1.9660823e-05,2.0215903e-05,1.762541e-05,1.8555152566499576e-05,training
218,2004-09-17,2.9997248477151944e-05,1,2.6566064596349814e-05,1.9416160365403664e-05,1.9597928190044704e-05,2.1664080845564016e-05,2.413892691498174e-05,2.3646553e-05,2.4544035e-05,2.0953781e-05,1.764339e-05,4.863902752679583e-05,training
219,2004-09-20,5.600761923682435e-05,1,4.8856901708716295e-05,3.210787241957183e-05,3.1492007214533634e-05,4.9653558145733916e-05,4.433562265162348e-05,3.382135e-05,4.5532524e-05,2.6739865e-05,1.936513e-05,2.023137637370173e-05,training
220,2004-09-21,3.1446503360675376e-05,1,2.9851636289775917e-05,1.9966703845426476e-05,2.1040643927531026e-05,2.1378775922180302e-05,2.5762710243423524e-05,2.260033e-05,2.3400235e-05,2.4924437e-05,1.8842431e-05,1.989317372658961e-05,training
221,2004-09-22,3.1154095010524384e-05,1,3.188465887917585e-05,2.3379466518989768e-05,2.1464644690278934e-05,2.91382527957404e-05,2.56695116108088e-05,2.483835e-05,2.9364579e-05,2.3659839e-05,1.8516123e-05,3.712347286669828e-05,training
222,2004-09-23,4.6051327149860394e-05,1,4.140252211690486e-05,3.143586627484679e-05,3.0654408079410915e-05,3.9258318870444944e-05,3.752957642120372e-05,2.643489e-05,3.57304e-05,2.6925569e-05,1.990833e-05,2.07869756350628e-05,training
223,2004-09-24,3.192687175739535e-05,1,2.9952163362514912e-05,2.5375699782956283e-05,2.4330383647894746e-05,2.6609297565474074e-05,2.7153957302779286e-05,2.171998e-05,2.602575e-05,2.4927242e-05,1.904366e-05,2.4573828670536795e-05,training
224,2004-09-27,3.520096632117954e-05,1,3.406352739665266e-05,2.626327092055411e-05,2.4739473734853207e-05,3.1211580744054154e-05,2.8883404221835218e-05,2.4998637e-05,2.9656198e-05,2.4870515e-05,1.8972636e-05,2.9645802134515404e-05,training
225,2004-09-28,3.958616970523205e-05,1,3.6113228518746784e-05,2.728398026029743e-05,2.7745269311099974e-05,2.9531715082106923e-05,3.25383295277689e-05,2.661746e-05,2.7898956e-05,2.6149399e-05,1.9599212e-05,2.361305532790425e-05,training
226,2004-09-29,3.43702864007616e-05,1,3.227851477341914e-05,2.4982353340004037e-05,2.5686589166833875e-05,2.489923114530404e-05,2.886463142345272e-05,2.5427229e-05,2.4797002e-05,2.5352045e-05,1.9374145e-05,2.5007601918557524e-05,training
227,2004-09-30,3.557600454419892e-05,1,3.364683847607409e-05,2.5155727056073474e-05,2.5435819327987034e-05,2.6512434065283005e-05,2.933815374990034e-05,2.4591385e-05,2.6397101e-05,2.525169e-05,1.9395517e-05,2.2151256377970688e-05,training
228,2004-10-01,3.31064221972954e-05,1,3.089911766261428e-05,2.048729739921319e-05,2.4164517574692358e-05,1.873138419620184e-05,2.7315301724694104e-05,2.1230884e-05,2.0657882e-05,2.444935e-05,1.9089373e-05,1.6925244048227107e-05,training
229,2004-10-04,2.8588037565307437e-05,1,2.7070466731751775e-05,2.2052413937411903e-05,2.0939447388484302e-05,2.3338857650920317e-05,2.3703633367057674e-05,2.4102133e-05,2.320527e-05,2.2600138e-05,1.828329e-05,2.168247418901008e-05,training
230,2004-10-05,3.270111541562287e-05,1,3.0059816180301503e-05,2.28334984702469e-05,2.256787679821167e-05,2.4906754674607943e-05,2.644417244420808e-05,2.5254027e-05,2.4642846e-05,2.293059e-05,1.8341165e-05,2.234864092774929e-05,training
231,2004-10-06,3.3277079911062264e-05,1,3.01496017518627e-05,2.1258932220191573e-05,2.2700658112031315e-05,2.1633502468549842e-05,2.677175192090231e-05,2.4375453e-05,2.2959606e-05,2.334785e-05,1.8547811e-05,1.6540849193662953e-05,training
232,2004-10-07,2.825569165911951e-05,1,2.6414756347722654e-05,2.145620913758042e-05,1.9320835599151366e-05,2.703521527086689e-05,2.2724767261766235e-05,2.5581312e-05,2.6490612e-05,2.2095624e-05,1.8204388e-05,3.149641458056521e-05,training
233,2004-10-08,4.118620015070315e-05,1,3.733905991552168e-05,2.6651420405949527e-05,2.5876270335386297e-05,3.438141762369709e-05,3.2481573841242823e-05,2.7450029e-05,3.1599702e-05,2.470994e-05,1.8818439e-05,1.3515726703401733e-05,training
234,2004-10-11,2.5640185589207863e-05,1,2.395563374053713e-05,1.8125464048023217e-05,1.7833814928762228e-05,1.8655873355305603e-05,2.0800435836522214e-05,2.0761929e-05,1.9107149e-05,2.1782897e-05,1.8096152e-05,2.600717553177662e-05,training
235,2004-10-12,3.644023098828988e-05,1,3.4191849631165206e-05,2.2730827602849987e-05,2.374900269263352e-05,2.4728353699355873e-05,2.8944423087864154e-05,2.1679067e-05,2.3518855e-05,2.3350054e-05,1.8401961e-05,3.254317961588195e-05,training
236,2004-10-13,4.2091228066913513e-05,1,3.7489541769267584e-05,2.9051820159971232e-05,2.6854973134152644e-05,4.3048818781059065e-05,3.3427429773051095e-05,2.7022214e-05,3.6078185e-05,2.588819e-05,1.932377e-05,3.8832053653705844e-05,training
237,2004-10-14,4.75285577194453e-05,1,4.383589335089632e-05,3.351046126940103e-05,3.118696860492577e-05,4.833968783597e-05,3.8315954139371815e-05,3.1138527e-05,3.7878475e-05,2.910346e-05,2.128278e-05,4.173904294939279e-05,training
238,2004-10-15,5.004192640865195e-05,1,4.698780740680162e-05,3.167176416560486e-05,3.318041792540534e-05,3.5519617019252996e-05,4.071376362871298e-05,3.0445326e-05,2.9874773e-05,3.201341e-05,2.4150406e-05,3.88024580651741e-05,training
239,2004-10-18,4.7502969518737205e-05,1,4.5645264100997705e-05,3.4141301810080316e-05,3.526838598786664e-05,3.493885263410824e-05,3.97817841329934e-05,2.8003582e-05,2.8605127e-05,3.297266e-05,2.5776639e-05,3.730002589558869e-05,training
240,2004-10-19,4.620397403282489e-05,1,4.474490011479634e-05,3.885051781249678e-05,3.5665804373445155e-05,4.814345710809336e-05,3.909325180254115e-05,3.3171298e-05,3.5806675e-05,3.295631e-05,2.6464655e-05,5.8449532729162964e-05,training
241,2004-10-20,6.448973392417882e-05,1,6.002186641903667e-05,4.32279447913044e-05,4.534847306208053e-05,4.674676736030914e-05,5.3662405011205714e-05,3.6151927e-05,3.4896086e-05,3.871503e-05,3.0797597e-05,4.939631520593418e-05,training
242,2004-10-21,5.666236645047672e-05,1,5.3993644618860416e-05,4.220008188088071e-05,4.342794364807909e-05,4.324514349373467e-05,4.8441165158164555e-05,3.429219e-05,3.1329968e-05,4.0287872e-05,3.239488e-05,4.384094111470539e-05,training
243,2004-10-22,5.18592172546952e-05,1,5.192204045380465e-05,4.4771495431957865e-05,4.1560240248726446e-05,5.323040904808718e-05,4.501626400982442e-05,3.9734743e-05,3.647354e-05,3.927156e-05,3.262104e-05,5.551762605130135e-05,training
244,2004-10-25,6.195482178853853e-05,1,5.931953715375157e-05,4.6204491430971146e-05,4.749015222410123e-05,4.799843716119889e-05,5.323598769157057e-05,4.0252038e-05,3.5443252e-05,4.224243e-05,3.612549e-05,3.390541668543203e-05,training
245,2004-10-26,4.326901155685055e-05,1,4.314186581827325e-05,3.3913225871855594e-05,3.85494209126352e-05,2.8278185505974286e-05,3.942644466605976e-05,3.0073097e-05,2.374114e-05,3.666203e-05,3.312527e-05,4.816523554044168e-05,training
246,2004-10-27,5.5597981008893365e-05,1,5.4168710840330114e-05,3.786690659422232e-05,4.400134063513353e-05,3.320257589226777e-05,4.8329244516598935e-05,3.4240133e-05,2.877567e-05,3.834128e-05,3.48463e-05,3.636245490135994e-05,training
247,2004-10-28,4.5393354749052796e-05,1,4.3534643677821554e-05,3.762330620726741e-05,3.834310729218483e-05,3.590440635499951e-05,4.0495014512094506e-05,3.4983488e-05,2.8726892e-05,3.568899e-05,3.21775e-05,2.6353566461439912e-05,training
248,2004-10-29,3.673971888737937e-05,1,3.726733214691535e-05,3.29557622559755e-05,3.2231012124962543e-05,3.159074359543352e-05,3.3580589375689515e-05,3.144863e-05,2.6234e-05,3.0680774e-05,2.7905688e-05,2.431930027290632e-05,training
249,2004-11-01,3.498090231679276e-05,1,3.401232900696704e-05,2.9908912843649884e-05,2.917524374379131e-05,2.9768234704765833e-05,3.1325889766853284e-05,3.0254354e-05,2.5565607e-05,2.7640903e-05,2.456757e-05,4.679299851561106e-05,training
250,2004-11-02,5.441155160666044e-05,1,4.944340867517438e-05,4.0329425763471096e-05,3.950006589155264e-05,4.80699370074025e-05,4.627058335448943e-05,3.8977654e-05,3.7473827e-05,3.2126234e-05,2.8029606e-05,5.36128210290893e-05,training
251,2004-11-03,6.030793670747736e-05,1,5.5169997277954316e-05,4.2549377383500496e-05,4.2414095870728766e-05,5.1421312048520664e-05,5.102264881322717e-05,4.0311545e-05,4.0084902e-05,3.7423542e-05,3.2513486e-05,3.867482944729162e-05,training
252,2004-11-04,4.739262244160539e-05,1,4.693567787896684e-05,3.1365267643114785e-05,3.7407694801091155e-05,2.7951091858519188e-05,4.169621133979746e-05,2.7715523e-05,2.3716837e-05,3.6382935e-05,3.1908497e-05,4.962539167312571e-05,training
253,2004-11-05,5.686042484062198e-05,1,5.5225711091431764e-05,4.429494331998268e-05,4.398576356245469e-05,4.90824314377707e-05,4.964582047749438e-05,3.769584e-05,3.6135898e-05,3.8930066e-05,3.399325e-05,2.1030099908866147e-05,training
254,2004-11-08,3.2137075812246896e-05,1,3.277535116972452e-05,3.2645173590756105e-05,3.043437113102559e-05,3.139459238382407e-05,3.124326129364627e-05,2.8516333e-05,2.5199919e-05,2.9779198e-05,2.7003434e-05,2.3062506504413237e-05,training
255,2004-11-09,3.389428458785679e-05,1,3.4377695781990725e-05,3.006325285622969e-05,2.9957216762343638e-05,2.8781876392094903e-05,3.186782972945334e-05,2.6935353e-05,2.2326614e-05,2.6646185e-05,2.3102944e-05,3.0372924611245203e-05,training
256,2004-11-10,4.0214836232811815e-05,1,3.66188865653974e-05,3.307643323964835e-05,3.20732583993238e-05,3.5931314306242876e-05,3.583287077029127e-05,3.181949e-05,2.7673186e-05,2.7369988e-05,2.3112025e-05,1.7362754291148314e-05,training
257,2004-11-11,2.8966306775791578e-05,1,2.7504072248326787e-05,2.0756013594202288e-05,2.3761332162092304e-05,1.9957119869162534e-05,2.6764283387824756e-05,1.9963085e-05,1.7507973e-05,2.4027431e-05,1.9963447e-05,2.4569851404305068e-05,training
258,2004-11-12,3.519752759630006e-05,1,3.315366347026237e-05,2.3446847124941303e-05,2.580552297253373e-05,2.38324174710133e-05,3.0469117344279444e-05,2.375584e-05,2.3042303e-05,2.4449628e-05,1.9983238e-05,2.6607814773746164e-05,training
259,2004-11-15,3.6959540731368356e-05,1,3.347178236301443e-05,2.747075437362707e-05,2.70953353100403e-05,3.0831889384200106e-05,3.183020144924445e-05,2.815778e-05,2.6687867e-05,2.5282268e-05,2.0009325e-05,2.1162088800133928e-05,training
260,2004-11-16,3.225119276036491e-05,1,3.0339561545839053e-05,2.626629004876164e-05,2.437963852266806e-05,3.061820155757714e-05,2.817017180509536e-05,2.8235896e-05,2.6607713e-05,2.4284429e-05,1.9327512e-05,2.7947682512499847e-05,training
261,2004-11-17,3.8117983807597794e-05,1,3.538068994318836e-05,2.718988040502726e-05,2.7098398776690462e-05,3.0903253928598856e-05,3.234946611376647e-05,2.8149403e-05,2.8116081e-05,2.5429581e-05,2.0006064e-05,2.475827928580781e-05,training
262,2004-11-18,3.536044141859903e-05,1,3.2670088212288294e-05,2.6340772136980248e-05,2.637339437279958e-05,2.7992205539148627e-05,3.029900134285384e-05,2.6241982e-05,2.4804902e-05,2.5316795e-05,1.98076e-05,2.0035281103308308e-05,training
263,2004-11-22,3.1276960351542325e-05,1,2.9814944284421295e-05,2.188763024412586e-05,2.3621847780388432e-05,2.142666335500587e-05,2.693064929951253e-05,2.224146e-05,2.0195188e-05,2.390855e-05,1.9137879e-05,3.0576191428868796e-05,training
264,2004-11-23,4.039057972651088e-05,1,3.707236855757092e-05,2.7732443803093577e-05,2.8361560383148032e-05,3.0470051863684637e-05,3.367380789714304e-05,2.6770687e-05,2.7342125e-05,2.5755924e-05,2.0088042e-05,2.169989728747963e-05,training
265,2004-11-24,3.271617934111695e-05,1,3.038124613095376e-05,2.4665665596836563e-05,2.4512460256952974e-05,2.5621440592263497e-05,2.7784232182471803e-05,2.4653424e-05,2.3221077e-05,2.465065e-05,1.9444595e-05,8.665882454313248e-06,training
266,2004-11-26,2.1447034035030077e-05,1,2.156642568828382e-05,1.6180850888331353e-05,1.5121937487897526e-05,1.740286663656214e-05,1.8689522272509972e-05,1.8227302e-05,1.6718577e-05,1.998865e-05,1.7884848e-05,5.227348509076438e-05,training
267,2004-11-29,5.914995342329069e-05,1,5.234413409987634e-05,3.3458009621146636e-05,3.370696590630936e-05,4.8816904316858486e-05,4.736838089041934e-05,3.1311123e-05,3.7863487e-05,2.5946769e-05,1.9399049e-05,3.726336697575515e-05,training
268,2004-11-30,4.6172278910511756e-05,1,4.149220228011261e-05,3.097042330385041e-05,3.0845133646728335e-05,3.789448427193408e-05,3.834783076807535e-05,2.8901219e-05,3.0325127e-05,2.8995719e-05,2.1488933e-05,2.847803404789171e-05,training
269,2004-12-01,3.857652314425936e-05,1,3.934588907945563e-05,2.3149316279733047e-05,2.7467491597532917e-05,2.2318355936408547e-05,3.269950613399507e-05,2.39851e-05,2.0443007e-05,2.8367449e-05,2.1742135e-05,3.474345993457141e-05,training
270,2004-12-02,4.399357964030136e-05,1,4.192490717918001e-05,3.035213101965649e-05,3.1054567690878977e-05,3.371076348683819e-05,3.71765849181017e-05,3.0597497e-05,2.8279122e-05,2.953734e-05,2.3147384e-05,4.630206708277191e-05,training
271,2004-12-03,5.398709469735019e-05,1,4.974132727073696e-05,4.021843452109582e-05,4.005903335477304e-05,4.46602526235657e-05,4.571417514734919e-05,3.457285e-05,3.4332636e-05,3.3301538e-05,2.6410322e-05,1.7709677039559726e-05,training
272,2004-12-06,2.9266254482762656e-05,1,2.9733204508707828e-05,2.4968236736121038e-05,2.4497488980952032e-05,2.3657150824350168e-05,2.6148730173457492e-05,2.5213429e-05,2.17651e-05,2.6296446e-05,2.1379512e-05,3.091500834756275e-05,training
273,2004-12-07,4.0683519172859146e-05,1,3.968419148415663e-05,3.3021457782157946e-05,3.0302773328720148e-05,4.1680849953425323e-05,3.430827618745675e-05,3.122429e-05,3.2837408e-05,2.7124484e-05,2.1584481e-05,2.8427378795137798e-05,training
274,2004-12-08,3.8532726861141144e-05,1,3.511507546711414e-05,2.875464578828479e-05,2.9153987647825133e-05,2.917833638080123e-05,3.25647879586201e-05,2.7295308e-05,2.6911757e-05,2.716979e-05,2.1732412e-05,3.4268894361888894e-05,training
275,2004-12-09,4.358327257342453e-05,1,4.0847970641868906e-05,2.6420289968643234e-05,3.156049892805969e-05,2.404462972694664e-05,3.6370334305217846e-05,2.5476525e-05,2.379275e-05,2.8772432e-05,2.3107154e-05,2.9936812351824236e-05,training
276,2004-12-10,3.9837775712006285e-05,1,3.758962598408895e-05,2.89747303998794e-05,2.8864107059422945e-05,3.141921763048228e-05,3.314938106941643e-05,2.7994049e-05,2.9865885e-05,2.858056e-05,2.3071987e-05,1.8895673693787488e-05,training
277,2004-12-13,3.029166137389312e-05,1,2.9899115719660674e-05,2.3765309604047247e-05,2.3926556462789734e-05,2.2833532282744336e-05,2.606558694622029e-05,2.4119196e-05,2.2950106e-05,2.4962259e-05,1.9954881e-05,2.3808824529716408e-05,training
278,2004-12-14,3.4539547492598325e-05,1,3.2601765179974567e-05,2.4954768784692128e-05,2.5820271084749385e-05,2.4758904578665722e-05,2.902221405961092e-05,2.5283425e-05,2.4699384e-05,2.4675488e-05,1.9484822e-05,2.7117751654314153e-05,training
279,2004-12-15,3.740042965758245e-05,1,3.39936506443479e-05,2.5490034908369183e-05,2.715651624734472e-05,2.534628967788639e-05,3.110877072939831e-05,2.51704e-05,2.5202035e-05,2.5461273e-05,1.980131e-05,2.9080959099563532e-05,training
280,2004-12-16,3.909780918719684e-05,1,3.614135668190821e-05,2.788819312244019e-05,2.759606598713654e-05,3.1171600637305826e-05,3.2216082655895215e-05,2.8331193e-05,3.0423469e-05,2.6469754e-05,2.0530419e-05,3.6865924953942215e-05,training
281,2004-12-17,4.58286524875037e-05,1,4.2366106441396117e-05,3.092327492194644e-05,3.107026833075399e-05,3.606249777427651e-05,3.7509547695951854e-05,2.9843364e-05,3.347935e-05,2.9028311e-05,2.259962e-05,2.834978156036869e-05,training
282,2004-12-20,3.8465636672495776e-05,1,3.659263456252293e-05,3.0480467927845027e-05,2.882349430433833e-05,3.474234451289901e-05,3.2380833573316246e-05,2.8496786e-05,3.1682775e-05,2.8285272e-05,2.2312588e-05,2.0412556239331563e-05,training
283,2004-12-21,3.160315058399481e-05,1,3.1255115872681457e-05,2.336230246711399e-05,2.4828987793873874e-05,2.1878960612847855e-05,2.718461299304228e-05,2.2380229e-05,2.1996095e-05,2.5307116e-05,2.0132076e-05,1.6892890822425825e-05,training
284,2004-12-22,2.8560065124939524e-05,1,2.735725224047236e-05,2.1409289980047808e-05,2.2072467350581115e-05,2.0677099919356906e-05,2.459912787924471e-05,2.0265647e-05,2.0297077e-05,2.288718e-05,1.866535e-05,1.5515575932920742e-05,training
285,2004-12-23,2.7369245425810854e-05,1,2.5290695630218105e-05,2.0177831423990622e-05,2.0153059591297485e-05,2.0521026082218893e-05,2.318646068127416e-05,1.9351413e-05,2.0969333e-05,2.1521193e-05,1.8166978e-05,2.2031939792861567e-05,training
286,2004-12-27,3.30032616629373e-05,1,2.9662959813344853e-05,2.3859149478959395e-05,2.233110331026367e-05,2.9540733110691286e-05,2.687820850907426e-05,2.7622298e-05,2.7945396e-05,2.24396e-05,1.8183444e-05,1.4979934014534011e-05,training
287,2004-12-28,2.69061320499559e-05,1,2.4542785440056016e-05,1.6939638666924456e-05,1.8156954124368597e-05,1.7633152606789983e-05,2.201338213117791e-05,1.9916022e-05,1.8157676e-05,2.1307354e-05,1.7793896e-05,1.213405249900886e-05,training
288,2004-12-29,2.4445596847805246e-05,1,2.289242536413069e-05,1.5916369256975204e-05,1.5793223816044223e-05,1.7492000543831705e-05,1.9644650527313716e-05,1.944927e-05,1.8247929e-05,2.0025685e-05,1.7473429e-05,7.971367236091667e-06,training
289,2004-12-30,2.0846559583250867e-05,1,1.8889855523178947e-05,1.3196647102687424e-05,1.2359998569683218e-05,1.544541824064662e-05,1.649685889903919e-05,1.81565e-05,1.7261113e-05,1.844469e-05,1.7119863e-05,8.77865053907376e-06,training
290,2004-12-31,2.1544532768100536e-05,1,1.8996254455617922e-05,1.2852606506624285e-05,1.2176313940200066e-05,1.5628454350991712e-05,1.6655321130233545e-05,1.83803e-05,1.7718627e-05,1.808047e-05,1.6967417e-05,3.8173870293536966e-05,training
291,2005-01-03,4.6959495613967423e-05,1,4.0336684493690645e-05,2.4649268725194353e-05,2.334215493246729e-05,4.85221853334799e-05,3.591705533288138e-05,2.7720334e-05,3.992962e-05,2.2131771e-05,1.7773154e-05,5.07592949568137e-05,training
292,2005-01-04,5.7840792059049094e-05,1,5.093802715667432e-05,3.0399984981213506e-05,2.900885306774192e-05,6.0116053671269786e-05,4.508756492052633e-05,3.2464963e-05,4.6044606e-05,2.844414e-05,1.9108862e-05,4.901879650565315e-05,training
293,2005-01-05,5.6335965633561395e-05,1,5.35038459991505e-05,3.3025767378693544e-05,3.2268580205131264e-05,5.0893933959596024e-05,4.5361768713340854e-05,3.108328e-05,3.7851212e-05,3.365346e-05,2.2250751e-05,3.4671508377596544e-05,training
294,2005-01-06,4.393137067699056e-05,1,4.423608312563211e-05,2.9861098480560672e-05,3.156158792409794e-05,3.091221820160002e-05,3.708054084355804e-05,2.6177619e-05,2.583196e-05,3.2745094e-05,2.3596025e-05,3.911605299753455e-05,training
295,2005-01-07,4.7774102159389875e-05,1,4.675363315685122e-05,3.884203945026283e-05,3.7543516154229156e-05,4.188648514295199e-05,4.093932440725067e-05,2.9463628e-05,3.2432563e-05,3.3226483e-05,2.545746e-05,2.71464973800825e-05,training
296,2005-01-10,3.742528307111303e-05,1,3.642848324277427e-05,2.943111829963184e-05,3.136381254236414e-05,2.618348870951451e-05,3.2914630506323655e-05,2.3585271e-05,2.1486618e-05,2.9609146e-05,2.3559442e-05,3.4068605880606956e-05,training
297,2005-01-11,4.341010413472073e-05,1,4.158229401565879e-05,3.502755256253934e-05,3.337020357361917e-05,3.900643085902538e-05,3.6835033089067235e-05,3.029466e-05,3.075759e-05,2.987788e-05,2.431873e-05,5.295358143660309e-05,training
298,2005-01-12,5.9737961388717666e-05,1,5.4491303602597764e-05,4.03882124249041e-05,4.0564921621433365e-05,4.8412083205806045e-05,4.9244150320110016e-05,3.5743727e-05,3.6602534e-05,3.507104e-05,2.8508855e-05,3.1673368114901124e-05,training
299,2005-01-13,4.133919330871175e-05,1,4.02713500185308e-05,3.57535014212297e-05,3.265168543700228e-05,4.3007056253510466e-05,3.564771435267512e-05,3.559884e-05,3.2468648e-05,3.244698e-05,2.697296e-05,2.119443585645201e-05,training
300,2005-01-14,3.2279159866627905e-05,1,3.380109558491263e-05,2.567627425268262e-05,2.628008654710465e-05,2.4190496484253256e-05,2.8366469779499473e-05,2.8126056e-05,2.1155052e-05,2.7273554e-05,2.2914195e-05,2.497461430996573e-05,training
301,2005-01-18,3.554748361958133e-05,1,3.3756012724570665e-05,2.2113244205170086e-05,2.7897557138649178e-05,1.9245929115813393e-05,3.0677229358819715e-05,2.4149922e-05,1.7400625e-05,2.6130328e-05,2.1465481e-05,2.194668767924605e-05,training
302,2005-01-19,3.2929553103580775e-05,1,3.047065992380291e-05,2.78787126991481e-05,2.5427620110748648e-05,3.203464775888261e-05,2.8258828521806795e-05,3.0146062e-05,2.6386606e-05,2.4837354e-05,2.0009651e-05,4.7680027672273826e-05,training
303,2005-01-20,5.517847266552961e-05,1,4.9848088314816155e-05,3.598659978334195e-05,3.483229890179077e-05,5.009628991892175e-05,4.463567028195479e-05,3.6361394e-05,3.8909242e-05,3.0095764e-05,2.3529825e-05,4.1873766223808025e-05,training
304,2005-01-21,5.015840749102987e-05,1,4.623664589270278e-05,3.506019230068526e-05,3.394985530987765e-05,4.4688752997112596e-05,4.141277514443957e-05,3.457506e-05,3.449654e-05,3.2924992e-05,2.5571044e-05,4.333017042454244e-05,training
305,2005-01-24,5.1417607420794286e-05,1,5.0013778868730474e-05,3.84235064103155e-05,3.6739532434944524e-05,4.7925744273980337e-05,4.322758171619036e-05,3.5763573e-05,3.4320165e-05,3.504553e-05,2.7453616e-05,2.460313337856798e-05,training
306,2005-01-25,3.5226303028033335e-05,1,3.553400284313943e-05,3.0746703346041375e-05,2.9160121459615805e-05,3.169426406301043e-05,3.134924248636946e-05,2.6789025e-05,2.8118226e-05,2.9797691e-05,2.5070813e-05,2.9832976204346636e-05,training
307,2005-01-26,3.97479994881085e-05,1,3.882134815896483e-05,3.185475283307589e-05,3.243771944895296e-05,3.083067874234773e-05,3.4985936020073866e-05,2.4831741e-05,2.685338e-05,2.884634e-05,2.4110777e-05,2.964820682382113e-05,training
308,2005-01-27,3.958824878781321e-05,1,3.676149912014565e-05,3.1013767555544205e-05,3.1278619256555805e-05,3.118171093097372e-05,3.441342502432582e-05,2.4147297e-05,2.6895876e-05,2.83953e-05,2.352906e-05,2.767930366472773e-05,training
309,2005-01-28,3.7885944771941e-05,1,3.589089438330674e-05,3.084540212450987e-05,2.9570820950287808e-05,3.345994937618005e-05,3.283029414652506e-05,2.6784606e-05,2.8941626e-05,2.7645963e-05,2.279519e-05,2.046868345242671e-05,training
310,2005-01-31,3.165167789718963e-05,1,3.044743227036914e-05,2.5491384069330522e-05,2.4733081697936853e-05,2.645198019609684e-05,2.7613644353457633e-05,2.6447371e-05,2.436086e-05,2.5089947e-05,2.0475474e-05,1.4165116531999352e-05,training
311,2005-02-01,2.620164485041262e-05,1,2.52618182458033e-05,1.9006532862674386e-05,2.038884628920777e-05,1.8650990208747517e-05,2.3310475340353998e-05,2.0518673e-05,1.6735406e-05,2.2006145e-05,1.8482197e-05,2.0216473650888e-05,training
312,2005-02-02,3.143361853961342e-05,1,2.867068493334152e-05,2.2649078784623674e-05,2.2766990955770456e-05,2.4174921222332727e-05,2.6733687914937223e-05,2.468036e-05,2.260585e-05,2.2278078e-05,1.848805e-05,2.269027335901061e-05,training
313,2005-02-03,3.357245363576903e-05,1,3.0029285701637302e-05,2.308565210979258e-05,2.3228374911033407e-05,2.5598401130075965e-05,2.788539199880691e-05,2.4865652e-05,2.3903192e-05,2.308559e-05,1.859315e-05,1.7890540267377524e-05,training
314,2005-02-04,2.9422627942582596e-05,1,2.7261630862889457e-05,1.611881283303539e-05,2.0182569106597935e-05,1.595715916693074e-05,2.4290983404527765e-05,1.8337807e-05,1.648134e-05,2.2358512e-05,1.8371346e-05,1.2386991390910632e-05,training
315,2005-02-07,2.466428657333391e-05,1,2.3272036644294207e-05,1.6809463911819144e-05,1.6530851552021127e-05,1.841584727638491e-05,2.0366734339582446e-05,1.9517163e-05,1.8457837e-05,2.0497435e-05,1.7794644e-05,1.3871902378615878e-05,training
316,2005-02-08,2.5948133331316328e-05,1,2.3603988773795938e-05,1.6868679733749808e-05,1.7163795495394195e-05,1.8245235260128103e-05,2.1117290273158484e-05,1.9805597e-05,1.7896364e-05,2.0080075e-05,1.7543958e-05,2.577103584164679e-05,training
317,2005-02-09,3.623606577023013e-05,1,3.1854158980014697e-05,2.4566138513578186e-05,2.258512438329446e-05,3.7476361254780334e-05,2.8863383567138976e-05,2.8944303e-05,3.1668696e-05,2.223391e-05,1.803181e-05,2.0665996312486067e-05,training
318,2005-02-10,3.18222736283768e-05,1,2.871949555228576e-05,1.9306951094762945e-05,2.0393514488821374e-05,2.1198598456091672e-05,2.54479065079315e-05,2.084617e-05,2.0884734e-05,2.2648295e-05,1.8234778e-05,2.6242615295801208e-05,training
319,2005-02-11,3.664379105367147e-05,1,3.4001914475219164e-05,2.02123363363802e-05,2.3099500258676067e-05,2.106126695491215e-05,2.906508995734528e-05,2.0219739e-05,2.0911759e-05,2.4049188e-05,1.869694e-05,9.679842742270172e-06,training
320,2005-02-14,2.2323699127547266e-05,1,2.1371646445757295e-05,1.5517892629153973e-05,1.4888178226439285e-05,1.6577923187254518e-05,1.826330405095315e-05,1.7559123e-05,1.6836435e-05,2.0219817e-05,1.7997123e-05,1.536666992458365e-05,training
321,2005-02-15,2.7240502021236068e-05,1,2.5554151506390675e-05,1.8668939809719323e-05,1.8118957176537607e-05,2.0668109703341035e-05,2.1890879010101532e-05,2.0269454e-05,1.9649875e-05,2.021166e-05,1.7910706e-05,1.8062126763598232e-05,training
322,2005-02-16,2.9570980785756684e-05,1,2.5893542827978433e-05,1.8223731263687707e-05,1.8770624286288014e-05,2.0091893923718334e-05,2.3316726773185607e-05,2.2082311e-05,1.8834238e-05,2.0860429e-05,1.7942146e-05,2.1988107036012225e-05,training
